Frame,EmptyAxis,PosX,PosY,PosZ
30,Car Axis.002,5.0,106.09271240234375,2.200000047683716
30,Car Axis,0.0,5.0,2.200000047683716
30,Car Axis.001,5.0,86.66667175292969,2.200000047683716
31,Car Axis.004,5.0,109.7105484008789,2.200000047683716
31,Car Axis.003,0.0,-9.421101570129395,2.200000047683716
31,Car Axis.002,5.0,105.62913513183594,2.200000047683716
31,Car Axis,0.0,5.833333969116211,2.200000047683716
31,Car Axis.001,5.0,85.55555725097656,2.200000047683716
32,Car Axis.004,5.0,109.70121002197266,2.200000047683716
32,Car Axis.003,0.0,-9.402427673339844,2.200000047683716
32,Car Axis.002,5.0,105.16556549072266,2.200000047683716
32,Car Axis,0.0,6.666666030883789,2.200000047683716
32,Car Axis.001,5.0,84.44444274902344,2.200000047683716
33,Car Axis.004,5.0,109.69187927246094,2.200000047683716
33,Car Axis.003,0.0,-9.383753776550293,2.200000047683716
33,Car Axis.002,5.0,104.70198822021484,2.200000047683716
33,Car Axis,0.0,7.5,2.200000047683716
33,Car Axis.001,5.0,83.33332824707031,2.200000047683716
34,Car Axis.004,5.0,109.68254089355469,2.200000047683716
34,Car Axis.003,0.0,-9.365078926086426,2.200000047683716
34,Car Axis.002,5.0,104.23841094970703,2.200000047683716
34,Car Axis,0.0,8.333333969116211,2.200000047683716
34,Car Axis.001,5.0,82.22222137451172,2.200000047683716
35,Car Axis.004,5.0,109.67320251464844,2.200000047683716
35,Car Axis.003,0.0,-9.346405029296875,2.200000047683716
35,Car Axis.002,5.0,103.77483367919922,2.200000047683716
35,Car Axis,0.0,9.166666030883789,2.200000047683716
35,Car Axis.001,5.0,81.11111450195312,2.200000047683716
36,Car Axis.004,5.0,109.66386413574219,2.200000047683716
36,Car Axis.003,0.0,-9.327731132507324,2.200000047683716
36,Car Axis.002,5.0,103.3112564086914,2.200000047683716
36,Car Axis,0.0,10.0,2.200000047683716
36,Car Axis.001,5.0,80.0,2.200000047683716
37,Car Axis.004,5.0,109.65452575683594,2.200000047683716
37,Car Axis.003,0.0,-9.309057235717773,2.200000047683716
37,Car Axis.002,5.0,102.84768676757812,2.200000047683716
37,Car Axis,0.0,10.833333969116211,2.200000047683716
37,Car Axis.001,5.0,78.88888549804688,2.200000047683716
38,Car Axis.004,5.0,109.64519500732422,2.200000047683716
38,Car Axis.003,0.0,-9.290382385253906,2.200000047683716
38,Car Axis.002,5.0,102.38410949707031,2.200000047683716
38,Car Axis,0.0,11.666666030883789,2.200000047683716
38,Car Axis.001,5.0,77.77777862548828,2.200000047683716
39,Car Axis.004,5.0,109.63585662841797,2.200000047683716
39,Car Axis.003,0.0,-9.271708488464355,2.200000047683716
39,Car Axis.002,5.0,101.9205322265625,2.200000047683716
39,Car Axis,0.0,12.5,2.200000047683716
39,Car Axis.001,5.0,76.66667175292969,2.200000047683716
40,Car Axis.004,5.0,109.62651824951172,2.200000047683716
40,Car Axis.003,0.0,-9.253034591674805,2.200000047683716
40,Car Axis.002,5.0,101.45695495605469,2.200000047683716
40,Car Axis,0.0,13.333332061767578,2.200000047683716
40,Car Axis.001,5.0,75.55555725097656,2.200000047683716
41,Car Axis.004,5.0,109.61717987060547,2.200000047683716
41,Car Axis.003,0.0,-9.234360694885254,2.200000047683716
41,Car Axis.002,5.0,100.99337768554688,2.200000047683716
41,Car Axis,0.0,14.166667938232422,2.200000047683716
41,Car Axis.001,5.0,74.44444274902344,2.200000047683716
42,Car Axis.004,5.0,109.60784149169922,2.200000047683716
42,Car Axis.003,0.0,-9.215685844421387,2.200000047683716
42,Car Axis.002,5.0,100.52980041503906,2.200000047683716
42,Car Axis,0.0,15.0,2.200000047683716
42,Car Axis.001,5.0,73.33332824707031,2.200000047683716
43,Car Axis.004,5.0,109.59850311279297,2.200000047683716
43,Car Axis.003,0.0,-9.197011947631836,2.200000047683716
43,Car Axis.002,5.0,100.06622314453125,2.200000047683716
43,Car Axis,0.0,15.833332061767578,2.200000047683716
43,Car Axis.001,5.0,72.22222137451172,2.200000047683716
44,Car Axis.004,5.0,109.58917236328125,2.200000047683716
44,Car Axis.003,0.0,-9.178338050842285,2.200000047683716
44,Car Axis.002,5.0,99.60264587402344,2.200000047683716
44,Car Axis,0.0,16.666667938232422,2.200000047683716
44,Car Axis.001,5.0,71.11111450195312,2.200000047683716
45,Car Axis.004,5.0,109.579833984375,2.200000047683716
45,Car Axis.003,0.0,-9.159664154052734,2.200000047683716
45,Car Axis.002,5.0,99.13906860351562,2.200000047683716
45,Car Axis,0.0,17.5,2.200000047683716
45,Car Axis.001,5.0,70.0,2.200000047683716
46,Car Axis.004,5.0,109.57049560546875,2.200000047683716
46,Car Axis.003,0.0,-9.140989303588867,2.200000047683716
46,Car Axis.002,5.0,98.67549896240234,2.200000047683716
46,Car Axis,0.0,18.333332061767578,2.200000047683716
46,Car Axis.001,5.0,68.88888549804688,2.200000047683716
47,Car Axis.004,5.0,109.5611572265625,2.200000047683716
47,Car Axis.003,0.0,-9.122315406799316,2.200000047683716
47,Car Axis.002,5.0,98.21192169189453,2.200000047683716
47,Car Axis,0.0,19.166667938232422,2.200000047683716
47,Car Axis.001,5.0,67.77777862548828,2.200000047683716
48,Car Axis.004,5.0,109.55181884765625,2.200000047683716
48,Car Axis.003,0.0,-9.103641510009766,2.200000047683716
48,Car Axis.002,5.0,97.74834442138672,2.200000047683716
48,Car Axis,0.0,20.0,2.200000047683716
48,Car Axis.001,5.0,66.66667175292969,2.200000047683716
49,Car Axis.004,5.0,109.54248046875,2.200000047683716
49,Car Axis.003,0.0,-9.084967613220215,2.200000047683716
49,Car Axis.002,5.0,97.2847671508789,2.200000047683716
49,Car Axis,0.0,20.833332061767578,2.200000047683716
49,Car Axis.001,5.0,65.55555725097656,2.200000047683716
50,Car Axis.004,5.0,109.53314971923828,2.200000047683716
50,Car Axis.003,0.0,-9.066292762756348,2.200000047683716
50,Car Axis.002,5.0,96.8211898803711,2.200000047683716
50,Car Axis,0.0,21.666667938232422,2.200000047683716
50,Car Axis.001,5.0,64.44444274902344,2.200000047683716
51,Car Axis.004,5.0,109.52381134033203,2.200000047683716
51,Car Axis.003,0.0,-9.047618865966797,2.200000047683716
51,Car Axis.002,5.0,96.35762023925781,2.200000047683716
51,Car Axis,0.0,22.5,2.200000047683716
51,Car Axis.001,5.0,63.33333206176758,2.200000047683716
52,Car Axis.004,5.0,109.51447296142578,2.200000047683716
52,Car Axis.003,0.0,-9.028944969177246,2.200000047683716
52,Car Axis.002,5.0,95.89404296875,2.200000047683716
52,Car Axis,0.0,23.333332061767578,2.200000047683716
52,Car Axis.001,5.0,62.22222137451172,2.200000047683716
53,Car Axis.004,5.0,109.50513458251953,2.200000047683716
53,Car Axis.003,0.0,-9.010271072387695,2.200000047683716
53,Car Axis.002,5.0,95.43046569824219,2.200000047683716
53,Car Axis,0.0,24.166667938232422,2.200000047683716
53,Car Axis.001,5.0,61.11111068725586,2.200000047683716
54,Car Axis.004,5.0,109.49579620361328,2.200000047683716
54,Car Axis.003,0.0,-8.991596221923828,2.200000047683716
54,Car Axis.002,5.0,94.96688842773438,2.200000047683716
54,Car Axis,0.0,25.0,2.200000047683716
54,Car Axis.001,5.0,60.0,2.200000047683716
55,Car Axis.004,5.0,109.48645782470703,2.200000047683716
55,Car Axis.003,0.0,-8.972922325134277,2.200000047683716
55,Car Axis.002,5.0,94.50331115722656,2.200000047683716
55,Car Axis,0.0,25.833332061767578,2.200000047683716
55,Car Axis.001,5.0,58.88888931274414,2.200000047683716
56,Car Axis.004,5.0,109.47712707519531,2.200000047683716
56,Car Axis.003,0.0,-8.954248428344727,2.200000047683716
56,Car Axis.002,5.0,94.03973388671875,2.200000047683716
56,Car Axis,0.0,26.666667938232422,2.200000047683716
56,Car Axis.001,5.0,57.77777862548828,2.200000047683716
57,Car Axis.004,5.0,109.46778869628906,2.200000047683716
57,Car Axis.003,0.0,-8.935574531555176,2.200000047683716
57,Car Axis.002,5.0,93.57615661621094,2.200000047683716
57,Car Axis,0.0,27.5,2.200000047683716
57,Car Axis.001,5.0,56.66666793823242,2.200000047683716
58,Car Axis.004,5.0,109.45845031738281,2.200000047683716
58,Car Axis.003,0.0,-8.916899681091309,2.200000047683716
58,Car Axis.002,5.0,93.11257934570312,2.200000047683716
58,Car Axis,0.0,28.333332061767578,2.200000047683716
58,Car Axis.001,5.0,55.55555725097656,2.200000047683716
59,Car Axis.004,5.0,109.44911193847656,2.200000047683716
59,Car Axis.003,0.0,-8.898225784301758,2.200000047683716
59,Car Axis.002,5.0,92.64900207519531,2.200000047683716
59,Car Axis,0.0,29.166667938232422,2.200000047683716
59,Car Axis.001,5.0,54.44444274902344,2.200000047683716
60,Car Axis.004,5.0,109.43977355957031,2.200000047683716
60,Car Axis.003,0.0,-8.879551887512207,2.200000047683716
60,Car Axis.002,5.0,92.18543243408203,2.200000047683716
60,Car Axis,0.0,30.0,2.200000047683716
60,Car Axis.001,5.0,53.333335876464844,2.200000047683716
61,Car Axis.004,5.0,109.43043518066406,2.200000047683716
61,Car Axis.003,0.0,-8.860877990722656,2.200000047683716
61,Car Axis.002,5.0,91.72185516357422,2.200000047683716
61,Car Axis,0.0,30.833332061767578,2.200000047683716
61,Car Axis.001,5.0,52.22222137451172,2.200000047683716
62,Car Axis.004,5.0,109.42110443115234,2.200000047683716
62,Car Axis.003,0.0,-8.842203140258789,2.200000047683716
62,Car Axis.002,5.0,91.2582778930664,2.200000047683716
62,Car Axis,0.0,31.666667938232422,2.200000047683716
62,Car Axis.001,5.0,51.111114501953125,2.200000047683716
63,Car Axis.004,5.0,109.4117660522461,2.200000047683716
63,Car Axis.003,0.0,-8.823529243469238,2.200000047683716
63,Car Axis.002,5.0,90.7947006225586,2.200000047683716
63,Car Axis,0.0,32.5,2.200000047683716
63,Car Axis.001,5.0,50.0,2.200000047683716
64,Car Axis.004,5.0,109.40242767333984,2.200000047683716
64,Car Axis.003,0.0,-8.804855346679688,2.200000047683716
64,Car Axis.002,5.0,90.33112335205078,2.200000047683716
64,Car Axis,0.0,33.33333206176758,2.200000047683716
64,Car Axis.001,5.0,48.888885498046875,2.200000047683716
65,Car Axis.004,5.0,109.3930892944336,2.200000047683716
65,Car Axis.003,0.0,-8.786181449890137,2.200000047683716
65,Car Axis.002,5.0,89.8675537109375,2.200000047683716
65,Car Axis,0.0,34.16666793823242,2.200000047683716
65,Car Axis.001,5.0,47.77777862548828,2.200000047683716
66,Car Axis.004,5.0,109.38375091552734,2.200000047683716
66,Car Axis.003,0.0,-8.76750659942627,2.200000047683716
66,Car Axis.002,5.0,89.40397644042969,2.200000047683716
66,Car Axis,0.0,35.0,2.200000047683716
66,Car Axis.001,5.0,46.666664123535156,2.200000047683716
67,Car Axis.004,5.0,109.37442016601562,2.200000047683716
67,Car Axis.003,0.0,-8.748832702636719,2.200000047683716
67,Car Axis.002,5.0,88.94039916992188,2.200000047683716
67,Car Axis,0.0,35.83333206176758,2.200000047683716
67,Car Axis.001,5.0,45.55555725097656,2.200000047683716
68,Car Axis.004,5.0,109.36508178710938,2.200000047683716
68,Car Axis.003,0.0,-8.730158805847168,2.200000047683716
68,Car Axis.002,5.0,88.47682189941406,2.200000047683716
68,Car Axis,0.0,36.66666793823242,2.200000047683716
68,Car Axis.001,5.0,44.44444274902344,2.200000047683716
69,Car Axis.004,5.0,109.35574340820312,2.200000047683716
69,Car Axis.003,0.0,-8.711484909057617,2.200000047683716
69,Car Axis.002,5.0,88.01324462890625,2.200000047683716
69,Car Axis,0.0,37.5,2.200000047683716
69,Car Axis.001,5.0,43.333335876464844,2.200000047683716
70,Car Axis.004,5.0,109.34640502929688,2.200000047683716
70,Car Axis.003,0.0,-8.69281005859375,2.200000047683716
70,Car Axis.002,5.0,87.54966735839844,2.200000047683716
70,Car Axis,0.0,38.33333206176758,2.200000047683716
70,Car Axis.001,5.0,42.22222137451172,2.200000047683716
71,Car Axis.004,5.0,109.33706665039062,2.200000047683716
71,Car Axis.003,0.0,-8.6741361618042,2.200000047683716
71,Car Axis.002,5.0,87.08609008789062,2.200000047683716
71,Car Axis,0.0,39.16666793823242,2.200000047683716
71,Car Axis.001,5.0,41.111114501953125,2.200000047683716
72,Car Axis.004,5.0,109.32772827148438,2.200000047683716
72,Car Axis.003,0.0,-8.655462265014648,2.200000047683716
72,Car Axis.002,5.0,86.62251281738281,2.200000047683716
72,Car Axis,0.0,40.0,2.200000047683716
72,Car Axis.001,5.0,40.0,2.200000047683716
73,Car Axis.004,5.0,109.31839752197266,2.200000047683716
73,Car Axis.003,0.0,-8.636788368225098,2.200000047683716
73,Car Axis.002,5.0,86.158935546875,2.200000047683716
73,Car Axis,0.0,40.83333206176758,2.200000047683716
73,Car Axis.001,5.0,38.888885498046875,2.200000047683716
74,Car Axis.004,5.0,109.3090591430664,2.200000047683716
74,Car Axis.003,0.0,-8.61811351776123,2.200000047683716
74,Car Axis.002,5.0,85.69536590576172,2.200000047683716
74,Car Axis,0.0,41.66666793823242,2.200000047683716
74,Car Axis.001,5.0,37.77777862548828,2.200000047683716
75,Car Axis.004,5.0,109.29972076416016,2.200000047683716
75,Car Axis.003,0.0,-8.59943962097168,2.200000047683716
75,Car Axis.002,5.0,85.2317886352539,2.200000047683716
75,Car Axis,0.0,42.5,2.200000047683716
75,Car Axis.001,5.0,36.666664123535156,2.200000047683716
76,Car Axis.004,5.0,109.2903823852539,2.200000047683716
76,Car Axis.003,0.0,-8.580765724182129,2.200000047683716
76,Car Axis.002,5.0,84.7682113647461,2.200000047683716
76,Car Axis,0.0,43.33333206176758,2.200000047683716
76,Car Axis.001,5.0,35.55555725097656,2.200000047683716
77,Car Axis.004,5.0,109.28104400634766,2.200000047683716
77,Car Axis.003,0.0,-8.562091827392578,2.200000047683716
77,Car Axis.002,5.0,84.30463409423828,2.200000047683716
77,Car Axis,0.0,44.166664123535156,2.200000047683716
77,Car Axis.001,5.0,34.44444274902344,2.200000047683716
78,Car Axis.004,5.0,109.2717056274414,2.200000047683716
78,Car Axis.003,0.0,-8.543416976928711,2.200000047683716
78,Car Axis.002,5.0,83.841064453125,2.200000047683716
78,Car Axis,0.0,45.0,2.200000047683716
78,Car Axis.001,5.0,33.333335876464844,2.200000047683716
79,Car Axis.004,5.0,109.26237487792969,2.200000047683716
79,Car Axis.003,0.0,-8.52474308013916,2.200000047683716
79,Car Axis.002,5.0,83.37748718261719,2.200000047683716
79,Car Axis,0.0,45.833335876464844,2.200000047683716
79,Car Axis.001,5.0,32.22222137451172,2.200000047683716
80,Car Axis.004,5.0,109.25303649902344,2.200000047683716
80,Car Axis.003,0.0,-8.50606918334961,2.200000047683716
80,Car Axis.002,5.0,82.91390991210938,2.200000047683716
80,Car Axis,0.0,46.666664123535156,2.200000047683716
80,Car Axis.001,5.0,31.111114501953125,2.200000047683716
81,Car Axis.004,5.0,109.24369812011719,2.200000047683716
81,Car Axis.003,0.0,-8.487395286560059,2.200000047683716
81,Car Axis.002,5.0,82.45033264160156,2.200000047683716
81,Car Axis,0.0,47.5,2.200000047683716
81,Car Axis.001,5.0,30.0,2.200000047683716
82,Car Axis.004,5.0,109.23435974121094,2.200000047683716
82,Car Axis.003,0.0,-8.468720436096191,2.200000047683716
82,Car Axis.002,5.0,81.98675537109375,2.200000047683716
82,Car Axis,0.0,48.333335876464844,2.200000047683716
82,Car Axis.001,5.0,28.888885498046875,2.200000047683716
83,Car Axis.004,5.0,109.22502136230469,2.200000047683716
83,Car Axis.003,0.0,-8.45004653930664,2.200000047683716
83,Car Axis.002,5.0,81.52317810058594,2.200000047683716
83,Car Axis,0.0,49.166664123535156,2.200000047683716
83,Car Axis.001,5.0,27.77777862548828,2.200000047683716
84,Car Axis.004,5.0,109.21568298339844,2.200000047683716
84,Car Axis.003,0.0,-8.43137264251709,2.200000047683716
84,Car Axis.002,5.0,81.05960083007812,2.200000047683716
84,Car Axis,0.0,50.0,2.200000047683716
84,Car Axis.001,5.0,26.666664123535156,2.200000047683716
85,Car Axis.004,5.0,109.20635223388672,2.200000047683716
85,Car Axis.003,0.0,-8.412698745727539,2.200000047683716
85,Car Axis.002,5.0,80.59602355957031,2.200000047683716
85,Car Axis,0.0,50.833335876464844,2.200000047683716
85,Car Axis.001,5.0,25.555557250976562,2.200000047683716
86,Car Axis.004,5.0,109.19701385498047,2.200000047683716
86,Car Axis.003,0.0,-8.394023895263672,2.200000047683716
86,Car Axis.002,5.0,80.1324462890625,2.200000047683716
86,Car Axis,0.0,51.666664123535156,2.200000047683716
86,Car Axis.001,5.0,24.444442749023438,2.200000047683716
87,Car Axis.004,5.0,109.18767547607422,2.200000047683716
87,Car Axis.003,0.0,-8.375349998474121,2.200000047683716
87,Car Axis.002,5.0,79.66886901855469,2.200000047683716
87,Car Axis,0.0,52.5,2.200000047683716
87,Car Axis.001,5.0,23.333335876464844,2.200000047683716
88,Car Axis.004,5.0,109.17833709716797,2.200000047683716
88,Car Axis.003,0.0,-8.35667610168457,2.200000047683716
88,Car Axis.002,5.0,79.2052993774414,2.200000047683716
88,Car Axis,0.0,53.333335876464844,2.200000047683716
88,Car Axis.001,5.0,22.22222137451172,2.200000047683716
89,Car Axis.004,5.0,109.16899871826172,2.200000047683716
89,Car Axis.003,0.0,-8.33800220489502,2.200000047683716
89,Car Axis.002,5.0,78.7417221069336,2.200000047683716
89,Car Axis,0.0,54.166664123535156,2.200000047683716
89,Car Axis.001,5.0,21.111114501953125,2.200000047683716
90,Car Axis.004,5.0,109.15966033935547,2.200000047683716
90,Car Axis.003,0.0,-8.319327354431152,2.200000047683716
90,Car Axis.002,5.0,78.27814483642578,2.200000047683716
90,Car Axis,0.0,55.0,2.200000047683716
90,Car Axis.001,5.0,20.0,2.200000047683716
91,Car Axis.004,5.0,109.15032958984375,2.200000047683716
91,Car Axis.003,0.0,-8.300653457641602,2.200000047683716
91,Car Axis.002,5.0,77.8145751953125,2.200000047683716
91,Car Axis,0.0,55.833335876464844,2.200000047683716
91,Car Axis.001,5.0,18.888885498046875,2.200000047683716
92,Car Axis.004,5.0,109.1409912109375,2.200000047683716
92,Car Axis.003,0.0,-8.28197956085205,2.200000047683716
92,Car Axis.002,5.0,77.35099792480469,2.200000047683716
92,Car Axis,0.0,56.666664123535156,2.200000047683716
92,Car Axis.001,5.0,17.77777862548828,2.200000047683716
93,Car Axis.004,5.0,109.13165283203125,2.200000047683716
93,Car Axis.003,0.0,-8.2633056640625,2.200000047683716
93,Car Axis.002,5.0,76.88742065429688,2.200000047683716
93,Car Axis,0.0,57.5,2.200000047683716
93,Car Axis.001,5.0,16.666664123535156,2.200000047683716
94,Car Axis.004,5.0,109.122314453125,2.200000047683716
94,Car Axis.003,0.0,-8.244630813598633,2.200000047683716
94,Car Axis.002,5.0,76.42384338378906,2.200000047683716
