frame,car1_id,car2_id,distancia
630,3,4,22.841226176551373
631,2,4,22.330719437393828
631,2,3,4.776194776659292
631,4,3,22.42944730034301
632,2,4,22.33694091562195
632,2,3,4.796480380435454
632,4,3,22.46954644478445
633,4,2,22.589338992133932
633,4,3,22.721325877713628
633,2,3,4.785934447354748
634,4,2,22.487377234448033
634,4,3,22.63655713134953
634,2,3,4.784361821647598
635,4,2,22.42118012132898
635,4,3,22.56669987557415
635,2,3,4.794012814515003
636,2,4,22.395058460331615
636,2,3,4.789998711587386
636,4,3,22.54757550300865
637,2,3,4.795130890575785
637,2,4,22.500036729749844
637,3,4,22.46114440349222
638,4,2,22.58609840186706
638,4,3,22.454615939224396
638,2,3,4.819162770963221
639,4,2,22.596074900351823
639,4,3,22.5572920026384
639,2,3,4.811834759464135
640,2,4,22.789711598857654
640,2,3,4.797876713898814
640,4,3,22.92540884318867
641,2,4,23.142893490779795
641,2,3,4.8051661258762035
641,4,3,23.365806375597987
642,2,4,22.984176748379454
642,2,3,4.8223614711121465
642,4,3,23.072021867675648
643,2,4,22.950093965188863
643,2,3,4.820958630519565
643,4,3,22.955771955020335
644,2,4,23.190332297352825
644,2,3,4.823356329451839
644,4,3,23.33244059148838
645,2,4,23.05779401781131
645,2,3,4.801612281943635
645,4,3,23.294260455637758
646,4,2,22.693699437454534
646,4,3,23.100829561980515
646,2,3,4.794653878756551
647,4,2,22.603803646110695
647,4,3,22.957533872137063
647,2,3,4.786140587304612
648,4,2,23.25506047279659
648,4,3,23.636111454843917
648,2,3,4.779729689091482
649,4,2,22.833690833097265
649,4,3,23.121776383874465
649,2,3,4.797820205271912
650,4,2,22.770936798476555
650,4,3,23.012819034329148
650,2,3,4.80559638776879
651,4,2,22.672218414444792
651,4,3,22.821984501478596
651,2,3,4.80695998542772
652,4,2,22.77545268418616
652,4,3,22.98060261199474
652,2,3,4.7919519182196115
653,4,2,22.59823404068408
653,4,3,22.848546855354982
653,2,3,4.7770838440607815
654,4,2,22.382330203609015
654,4,3,22.703511389011176
654,2,3,4.754883574343443
655,4,2,22.348190355523744
655,4,6,4.89768793769693
655,4,3,22.59468552691575
655,2,6,22.661836684552192
655,2,3,4.76247885044291
655,6,3,21.868199533011676
656,4,2,22.85552413109588
656,4,3,23.04087445044928
656,4,6,4.904649889207602
656,2,3,4.766323838391156
656,2,6,22.73289964043255
656,3,6,21.896342867076992
657,4,2,22.84710997133863
657,4,6,4.91605479106252
657,4,3,23.013348679421085
657,2,6,22.712018781010137
657,2,3,4.775516273163817
657,6,3,21.851535321655145
658,4,2,23.000650055683824
658,4,3,23.052956303642816
658,4,6,4.872810850666954
658,2,3,4.788384878494844
658,2,6,23.080014925791982
658,3,6,22.118083468555884
659,4,2,22.962830107921107
659,4,3,23.2782096553375
659,4,6,4.875215760987363
659,2,3,4.775319643180236
659,2,6,22.983304059091985
659,3,6,22.286933777605658
660,4,2,23.48085475417357
660,4,3,23.569949183717146
660,4,6,4.885112862367261
660,2,3,4.797173607674733
660,2,6,23.155800540939946
660,3,6,22.24913865651903
661,4,2,23.623497589316333
661,4,3,23.673556288281382
661,4,6,4.943370837220072
661,2,3,4.820021899730993
661,2,6,23.02584194425678
661,3,6,22.074578104717908
662,4,2,23.500143468834423
662,4,3,23.694216840436304
662,4,6,4.914184738361335
662,2,3,4.776921512963373
662,2,6,22.92995832502815
662,3,6,22.132449185132973
663,4,2,23.546394100570843
663,4,3,23.89448800667656
663,4,6,4.994588258101569
663,2,3,4.781676796075756
663,2,6,22.704593197822533
663,3,6,22.055087144810027
664,4,2,23.77584926831974
664,4,3,23.984837186937664
664,4,6,4.87187442163487
664,2,3,4.7924151316959085
664,2,6,23.307762183661453
664,3,6,22.540138606309952
665,4,2,23.692682690587645
665,4,3,24.0318557629831
665,4,6,4.910204053278565
665,2,3,4.785307199378811
665,2,6,23.089612987706595
665,3,6,22.446826009385138
666,4,2,23.633794333741392
666,4,3,23.897837834053995
666,4,6,4.8100612834936465
666,2,3,4.788295377165557
666,2,6,23.427421830269452
666,3,6,22.71930719345362
667,4,3,23.78725871292247
667,4,2,23.346014439482918
667,4,6,4.850584804343454
667,3,2,4.785495237468644
667,3,6,22.550530026006157
667,2,6,23.098168985068614
668,4,3,23.724081051590577
668,4,2,23.383674114169455
668,4,6,4.795977885502045
668,3,2,4.805130882517494
668,3,6,22.89192222364654
668,2,6,23.534077270491075
669,4,3,24.056973132310024
669,4,2,23.657550379564398
669,4,6,4.855241291736255
669,3,2,4.817743514912611
669,3,6,22.810758887329946
669,2,6,23.39527630851938
670,3,4,24.001866483135665
670,3,2,4.810791516783807
670,3,6,22.71143406419718
670,4,2,23.543640752970003
670,4,6,4.873784123041055
670,2,6,23.242796041702572
671,3,4,23.49231427834122
671,3,2,4.810269192972049
671,3,6,22.430446713328056
671,4,2,22.99875015680834
671,4,6,4.911180652202038
671,2,6,22.95885958993705
672,3,4,23.764332067473763
672,3,2,4.815419488714529
672,3,6,22.284847393826063
672,4,2,23.13545534324501
672,4,6,4.995698572161419
672,2,6,22.683357247767887
673,3,4,23.830415892423684
673,3,2,4.7999116348370885
673,4,2,23.406954034288017
674,4,3,23.973159265807272
674,4,2,23.640733187443686
674,3,2,4.804531705734015
675,4,3,23.774360884481723
675,4,2,23.244127836475172
675,3,2,4.801666586290868
676,4,3,23.494041762501126
676,4,2,23.098944437092943
676,3,2,4.802113315439371
677,4,3,23.38186039704603
677,4,2,23.033563666477296
677,3,2,4.773409315812346
678,4,3,24.036746854636306
678,4,2,23.40325955277326
678,3,2,4.766063731685125
679,3,4,24.26075878236963
679,3,2,4.774434028374485
679,4,2,23.598932836357974
680,3,4,24.160161180689705
680,3,2,4.767266910177833
680,4,2,23.705260029478342
681,3,4,23.979190322613455
681,3,2,4.760310757253953
681,4,2,23.458564730888366
682,3,4,23.75653964973634
682,3,2,4.754340452863962
682,4,2,23.27544106571305
683,3,4,23.929172120843514
684,3,4,23.717831151921146
684,3,2,4.757197505981543
684,4,2,23.328864993357378
685,3,2,4.781967522042097
685,3,4,23.478503721993068
685,2,4,23.22467724653637
686,3,2,4.786500224704904
686,3,4,23.349742297480823
686,3,6,21.64559545349553
686,2,4,23.17385816582982
686,2,6,22.50261207147323
686,4,6,5.045745593875273
687,2,3,4.8255800105688476
687,2,4,23.097103469623555
687,2,6,22.89104497559869
687,3,4,23.008249331369527
687,3,6,21.763785813831394
687,4,6,4.974987393029584
688,3,2,4.845750439481219
688,3,6,22.262346101367598
688,2,6,23.434886228490676
689,3,2,4.823854140767776
689,3,6,22.596443048445305
689,2,6,23.578046767433438
690,3,2,4.815001476339642
691,3,2,4.789937336949284
691,3,6,22.408123875488755
691,2,6,23.256314906263896
692,3,2,4.8158237547652565
692,3,6,22.52354558013241
692,3,4,23.368379670084153
692,2,6,23.497108280691524
692,2,4,23.351557186926527
692,6,4,4.804517326659239
693,3,2,4.826152488312995
693,3,4,23.741094574817556
693,3,6,22.774248576325036
693,2,4,23.73711870927997
693,2,6,23.748278788462414
693,4,6,4.810272042643597
694,3,2,4.810013758352224
694,3,4,23.44055561233511
694,2,4,23.298017955345458
695,3,2,4.834405898854831
695,3,4,22.74931502528952
695,2,4,22.96501936921102
696,3,2,4.84415456039817
696,3,4,22.772697021127065
696,2,4,23.054896769993608
697,2,3,4.890189886030364
697,2,4,23.0296002856786
697,3,4,22.49299328722817
698,2,3,4.809721279934644
698,2,4,23.437064415753774
698,3,4,23.32498757943828
699,3,2,4.900067183805433
699,3,4,23.23284910077278
699,2,4,23.748243376039003
700,2,3,4.866649764976711
700,2,4,24.062052482291286
700,3,4,23.729492076653564
701,2,3,4.880041162113734
701,2,4,24.032119760623168
701,3,4,23.613061332891228
702,2,3,4.914830178660585
702,2,4,23.736781958382934
702,3,4,23.16599810289651
703,3,2,4.754686415658252
703,3,4,23.02705440470666
703,2,4,22.8473511440241
704,3,2,4.729782931725942
704,3,4,22.76506060013682
704,2,4,22.60005857868432
705,3,4,22.451373080706375
705,3,2,4.819155337217459
705,4,2,22.871726584035354
706,4,3,22.61028043750169
706,4,2,22.019413662701638
706,3,2,4.724334526555861
707,4,3,23.117617138296563
707,4,2,21.824318998381884
707,3,2,4.8035959159681525
708,4,3,23.21519041704181
708,4,2,21.358692986548046
708,3,2,4.916179282348017
709,4,3,23.36421293587349
709,4,2,21.60240293945176
709,3,2,4.903522863249451
710,4,3,23.10445487817092
710,4,2,21.834825255094266
710,3,2,4.795967177676657
711,3,4,22.697558655008812
711,3,2,4.783141263990358
711,4,2,21.35797901512626
712,3,4,22.516974342332563
712,3,2,4.727348601729404
712,4,2,21.44856023288612
713,3,4,22.30919187228402
713,3,2,4.708523930458581
713,4,2,21.200328292456962
714,3,4,22.304186105273022
714,3,2,4.686618523093447
714,4,2,21.528510498261046
715,4,2,21.451623753982737
715,4,3,22.55336334859508
715,2,3,4.711556160175804
716,3,2,4.701872148932315
716,3,4,22.201840769368488
716,2,4,21.1954851108085
717,3,2,4.689591817074051
717,3,4,22.10950596375615
717,2,4,21.260057434227853
718,3,2,4.688415670516331
718,3,4,21.802641268934487
718,2,4,21.03490871154475
719,3,2,4.702952599423521
719,3,4,21.661191477913977
719,2,4,21.063778699543512
720,3,2,4.720466118614415
720,3,4,22.34118318633414
720,2,4,21.478921445340436
721,3,2,4.708422876404113
721,3,4,22.288024116458924
721,2,4,21.381641575031736
722,3,2,4.704808838435616
722,3,4,22.731893603033242
722,2,4,21.79481779403059
723,3,2,4.717789660170228
723,3,4,22.834789092419797
723,2,4,21.80762725320112
724,3,2,4.7557011009007235
724,3,4,23.06874616263547
724,2,4,21.88457075718467
725,3,2,4.756020839062562
725,3,4,22.975559684763542
725,2,4,21.803966405993258
726,3,2,4.752257844137219
726,3,4,22.958964772204794
726,2,4,21.839498176272606
727,3,2,4.7447109622388925
727,3,4,23.000994381696362
727,2,4,21.965765492874755
728,3,4,22.96155452611661
728,3,2,4.719737090392965
728,4,2,22.190868518051445
729,3,4,22.700438135070872
729,3,2,4.708966734866903
729,4,2,22.07777855130202
730,3,2,4.710715463714246
730,3,4,22.81669865829947
730,2,4,22.199998726919237
731,3,4,22.653767109291188
731,3,2,4.698381552910641
731,4,2,22.22206269809016
732,3,2,4.69217687441044
732,3,4,22.656723047355953
732,2,4,22.25727223565806
733,3,4,22.369898447373494
733,3,2,4.6927626233377895
733,4,2,21.999961968642264
734,4,3,22.1363781188487
734,4,2,21.758758981327365
734,3,2,4.683495358708124
735,4,3,22.241230406214363
735,4,2,21.794539954060486
735,3,2,4.693618624799234
736,4,3,22.592775938845932
736,4,2,22.22761911819544
736,3,2,4.714351556489018
737,4,3,22.63812883967344
737,4,2,22.447519678002706
737,4,7,11.8310011966832
737,3,2,4.730434132217268
737,3,7,32.97842929703949
737,2,7,33.621900534862675
738,3,4,22.579700229655973
738,3,2,4.727877727952357
738,3,7,33.27236371881236
738,4,2,22.323036459033037
738,4,7,12.164382104553596
738,2,7,33.85204892009177
739,3,4,22.632001516123943
739,3,2,4.704699212465148
739,3,7,32.94113612953281
739,4,2,22.263948059135785
739,4,7,11.833219570132641
739,2,7,33.417667480276485
740,3,4,22.749550733205382
740,3,2,4.715165661585882
740,3,7,33.02031506683086
740,4,2,22.398702998784152
740,4,7,11.797870255864401
740,2,7,33.51262047908371
741,3,2,4.730935170217887
741,3,4,22.72126032816558
741,3,7,32.845355936102564
741,2,4,22.522284958500688
741,2,7,33.492523870337145
741,4,7,11.667323634935027
742,3,2,4.7361026546506215
742,3,4,22.450908051242216
742,2,4,22.320468130250696
743,3,2,4.736474541328632
743,3,4,22.422808827926165
743,3,7,32.81125253587498
743,2,4,22.249346909372353
743,2,7,33.48909694359394
743,4,7,11.908626693062791
744,3,4,22.42417182966561
744,3,2,4.7404442128328945
744,3,7,32.75004619192915
744,4,2,22.29065270910418
744,4,7,11.851902432202825
744,2,7,33.46834694322515
745,3,4,22.4882707962862
745,3,2,4.73410469706337
745,3,7,32.7859502839657
745,4,2,22.283845791389457
745,4,7,11.81807290503296
745,2,7,33.4297258972307
746,3,4,23.062851620081037
746,3,2,4.718918890045066
746,3,7,33.04779432413896
746,4,2,22.62432917818446
746,4,7,11.504145455054411
746,2,7,33.437786532199965
747,3,4,23.10896573107051
747,3,7,33.382945068949844
747,3,2,4.712753847965911
747,4,7,11.751476554792639
747,4,2,22.678329154977334
747,7,2,33.77012988307196
748,3,4,23.14783610543664
748,3,7,33.44714680802419
748,3,2,4.716626584571858
748,4,7,11.77460168661156
748,4,2,22.628999166271317
748,7,2,33.74635326838203
749,3,4,23.130638457649997
749,3,7,33.61859852095022
749,3,2,4.728029562778393
749,4,7,11.952107389976126
749,4,2,22.579476113229948
749,7,2,33.88748108947374
750,3,4,23.09324587939028
750,3,7,33.541354758414315
750,3,2,4.724757922464873
750,4,7,11.916845718565371
750,4,2,22.52866442901301
750,7,2,33.798229815957086
751,3,4,22.91936286097718
751,3,7,33.10671006581017
751,3,2,4.727141788812294
751,4,7,11.690553246794899
751,4,2,22.448443862185652
751,7,2,33.467976486653114
752,3,4,23.0179032882933
752,3,7,33.08366628650383
752,3,2,4.735968051238321
752,4,7,11.579633329487907
752,4,2,22.54565874283037
752,7,2,33.443673204877
753,4,3,23.180664639858705
753,4,7,11.491557790652745
753,4,2,22.788066453566
753,3,7,33.166660769163336
753,3,2,4.744289133591109
753,7,2,33.59804752034724
754,4,3,23.25565349042609
754,4,7,12.120938876490992
754,4,2,22.659229770272873
754,3,7,33.95124590011663
754,3,2,4.744698713625975
754,7,2,34.164581687277206
755,4,3,23.1040072846115
755,4,7,11.935478099335146
755,4,2,22.674013195157038
755,3,7,33.5832026260051
755,3,2,4.738999852317233
755,7,2,33.971306289700365
756,4,3,22.56336144138105
756,4,7,11.943985035562715
756,4,2,22.400831749434925
756,3,7,33.015281843882335
756,3,2,4.751900173989178
756,7,2,33.693817998586155
757,4,3,22.364121955474754
757,4,7,12.054941848175865
757,4,2,21.988680384709173
757,3,7,32.91696572870569
757,3,2,4.72325467617121
757,7,2,33.39271857305486
758,4,3,22.39441302701331
758,4,2,21.954456694662355
758,4,7,12.075088198113503
758,3,2,4.726465516620096
758,3,7,32.982264570987944
758,2,7,33.38939191418602
759,4,3,22.614215916797797
759,4,2,21.912382116854275
759,4,7,12.0572148157518
759,3,2,4.731591069717238
759,3,7,33.190724982491105
759,2,7,33.330712928767205
760,4,3,22.881651980639063
760,4,7,11.80063501261992
760,4,2,22.14858860684666
760,3,7,33.190225994737986
760,3,2,4.73292733889375
760,7,2,33.29141832612328
761,4,3,23.31915365711504
761,4,7,11.9473330577635
761,4,2,22.62065804046342
761,3,7,33.8136428529615
761,3,2,4.741926548945879
761,7,2,33.92955696756282
762,4,3,23.697740891662587
762,4,7,11.869447956886809
762,4,2,22.77616995707053
762,3,7,34.12367626312487
762,3,2,4.774148980585274
762,7,2,34.007397674199495
763,3,4,23.715925932349524
763,3,7,34.21933864943301
763,3,2,4.815322914749249
763,4,7,11.960474527856446
763,4,2,22.52926808389615
763,7,2,33.8477113583222
764,3,4,23.220390540811284
764,3,7,33.48869526482292
764,3,2,4.792041609125945
764,4,7,11.783807917214459
764,4,2,22.17776049964071
764,7,2,33.28727531557456
765,3,4,23.207229389814927
765,3,7,33.56895531262507
765,3,2,4.788606325390889
765,4,7,11.863528139034598
765,4,2,22.23920361782645
765,7,2,33.43937782514503
766,3,4,23.231035333973512
766,3,2,4.794127587034631
766,3,7,33.80161307156565
766,4,2,22.318046869319698
766,4,7,12.047966345433023
766,2,7,33.722811063175406
767,3,4,23.55184041675161
767,3,2,4.798510255061589
767,3,7,33.525865476584634
767,4,2,22.709441116509424
767,4,7,11.50066764280232
767,2,7,33.515802447947266
768,4,3,23.568730427222444
768,4,7,11.355121849636296
768,4,2,22.80604778640373
768,3,7,33.386280868455096
768,3,2,4.791971576488656
768,7,2,33.454964259609916
769,4,3,23.494832273323603
769,4,7,11.536284722900394
769,4,2,23.055192286816425
769,3,7,33.52584786026292
769,3,2,4.784772509339734
769,7,2,33.90958937125655
770,3,4,23.408165866840847
770,3,7,33.36962654363391
770,3,2,4.786281962289504
770,4,7,11.479344488575077
770,4,2,23.121214468640137
770,7,2,33.909187334121555
771,3,4,23.340156556020606
771,3,7,33.17472025284938
771,3,2,4.784107042017216
771,4,7,11.361403841787265
771,4,2,23.249569064552826
771,7,2,33.908723800692705
772,3,7,33.26409254715212
772,3,4,23.201035097208987
772,3,2,4.783741574250081
772,7,4,11.5921101701139
772,7,2,33.78688229565286
772,4,2,22.886243495752414
773,3,7,33.25067717474839
773,3,4,23.391912160212602
773,3,2,4.779190264071349
773,7,4,11.383658628062232
773,7,2,33.828082200395215
773,4,2,23.14378758198287
774,3,7,33.06537586743987
774,3,4,23.452301372307716
774,3,2,4.770576214755434
774,7,4,11.161774778861608
774,7,2,33.646800743221945
774,4,2,23.20817771831676
775,3,4,23.28505837878144
775,3,7,32.92828799784534
775,3,2,4.780989277847236
775,4,7,11.177620958022901
775,4,2,23.323571315384605
775,7,2,33.78776195439264
776,3,4,23.21858124838021
776,3,7,32.77739037400917
776,3,2,4.773356702382025
776,4,7,11.10494319013412
776,4,2,23.244885253625338
776,7,2,33.627597087459115
777,4,3,23.38694632278704
777,4,2,23.517651226524602
777,4,7,11.203328096834575
777,3,2,4.796372209883296
777,3,7,33.070635707256834
777,2,7,34.01551300495552
778,3,4,23.641179775028156
778,3,7,33.20004788295359
778,3,2,4.8153033273550365
778,4,7,11.086977949005698
778,4,2,23.79478482164662
778,7,2,34.16393007513108
779,3,4,23.823244822048256
779,3,2,4.82914526420371
779,3,7,33.24071880219417
779,4,2,23.973298305689276
779,4,7,10.965198814988383
779,2,7,34.20210519188329
780,3,4,23.699858058388397
780,3,2,4.85719703625452
780,3,7,33.13813162894068
780,4,2,24.037622536339324
780,4,7,10.988821030872662
780,2,7,34.289695563527694
781,3,4,23.703932445720657
781,3,2,4.855535359913619
781,3,7,33.03664124430345
781,4,2,24.091458688712162
781,4,7,10.895678495425239
781,2,7,34.23762986252274
782,3,4,23.563055345133066
782,3,7,33.144993317303296
782,3,2,4.846805030343229
782,4,7,11.125594341335864
782,4,2,23.900189739948367
782,7,2,34.29860638187168
783,3,4,23.739210025311444
783,3,2,4.838975577113415
783,3,7,33.09406273491018
783,4,2,24.021203572819708
783,4,7,10.923959648499569
783,2,7,34.192339169208815
784,3,4,23.754832042649944
784,3,2,4.823698909064419
784,3,7,33.27830948463875
784,4,2,23.943865776229508
784,4,7,11.069845111363726
784,2,7,34.28029571516461
785,4,3,23.73647716993408
785,4,2,23.819148277065747
785,4,7,11.182688696959863
785,3,2,4.810567914985597
785,3,7,33.38452650368298
785,2,7,34.280520099925674
786,4,3,23.557677784898186
786,4,7,11.4055097331718
786,4,2,23.59261129080076
786,3,7,33.44297879152045
786,3,2,4.803262267001088
786,7,2,34.29586446072643
787,4,3,23.667857359367403
787,4,2,23.826776382494455
787,4,7,11.246918984301605
787,3,2,4.824004956979697
787,3,7,33.39120149492262
787,2,7,34.362814500102225
788,4,3,23.633991360227494
788,4,2,23.854256982814636
788,4,7,11.44206315130166
788,3,2,4.834629913917317
788,3,7,33.57997338040358
788,2,7,34.60887218010119
789,4,3,23.505488736841404
789,4,2,23.721023408087895
789,4,7,11.421172396445224
789,3,2,4.832632174635489
789,3,7,33.41639427872411
789,2,7,34.44747687176302
790,4,3,23.35005681005679
790,4,2,23.703933789786607
790,4,7,11.74544866181948
790,3,2,4.864165156134232
790,3,7,33.616747246444326
790,2,7,34.786254504510026
791,4,3,23.45401832078055
791,4,2,23.66839251030975
791,4,7,11.715082351377335
791,3,2,4.847889780765995
791,3,7,33.69101687516045
791,2,7,34.719904490457274
792,3,4,23.62535366218019
792,3,2,4.845508195937116
792,3,7,33.6249096903603
792,4,2,23.822261958493097
792,4,7,11.504504478381545
792,2,7,34.636887581844924
793,3,4,23.654624485034333
793,3,2,4.866682015451683
793,3,7,33.49272607579873
793,4,2,23.97980305015915
793,4,7,11.357614729200808
793,2,7,34.63282485666563
794,3,4,23.656069187510706
794,3,2,4.854513033922353
794,3,7,33.6789358312793
794,4,2,23.94349737146932
794,4,7,11.517929155898031
794,2,7,34.77638620817232
795,3,4,23.645129981198888
795,3,2,4.8790343713230895
795,3,7,33.76653900094703
795,4,2,24.0629481832268
795,4,7,11.605902844222566
795,2,7,34.99211764932544
796,3,4,23.707057305637175
796,3,2,4.888933938161247
796,3,7,33.29141010142311
796,4,2,24.174263059355376
796,4,7,11.132787865331395
796,2,7,34.574620685392574
797,3,4,23.775455880411158
797,3,7,33.34896440841314
797,3,2,4.93513315989618
797,4,7,11.11535114373216
797,4,2,24.40647307158494
797,7,2,34.79209479024649
798,3,4,23.522966438589002
798,3,7,33.16384459142703
798,3,2,4.923768312546114
798,4,7,11.203173757671808
798,4,2,24.060684290211746
798,7,2,34.5298801102794
799,3,4,23.607778982418772
799,3,7,33.50758122351115
799,3,2,4.8765333831400435
799,4,7,11.433764249154043
799,4,2,23.911363674719492
799,7,2,34.635336200571885
800,3,4,23.92296777906904
800,3,7,34.07115040427357
800,3,2,4.851479091901909
800,4,7,11.640715630185806
800,4,2,23.988598410336696
800,7,2,34.9480579060523
801,3,4,23.8611196944643
801,3,7,34.42642541661402
801,3,2,4.864910544781464
801,4,7,12.025367079969072
801,4,2,23.90227620293478
801,7,2,35.279660884033646
802,3,4,24.06149935507364
802,3,7,34.57226862269963
802,3,2,4.846042435293108
802,4,7,11.974441998118138
802,4,2,23.799648843113648
802,7,2,35.12153549033939
803,3,4,24.060514040582238
803,3,7,34.43118308270242
803,3,2,4.840940084299762
803,4,7,11.86142652530572
803,4,2,23.580110810156274
803,7,2,34.77064844381982
804,3,4,24.226027823782992
804,3,7,34.799619342345245
804,3,2,4.84534411796098
804,4,7,12.038532976493462
804,4,2,23.65971729113748
804,7,2,35.045614836479416
805,3,4,24.33346253464506
805,3,7,34.79143717160484
805,3,2,4.845999835370472
805,4,7,11.927415849466131
805,4,2,23.696298627113514
805,7,2,34.9639661267627
806,3,4,24.257913278698854
806,3,7,34.587196127924784
806,3,2,4.855124927668196
806,4,7,11.813268218325947
806,4,2,23.845165392795394
806,7,2,34.98778727648667
807,3,4,23.973028509715483
807,3,2,4.859866010533316
807,3,7,34.13995222314604
807,4,2,23.832336434105578
807,4,7,11.675002186627793
807,2,7,34.82071070380674
808,3,4,24.14717236418024
808,3,2,4.861129237870662
808,3,7,34.17695739208692
808,4,2,23.926624383556177
808,4,7,11.548074879207457
808,2,7,34.77606521492699
809,3,4,24.109434135205483
809,3,2,4.860498813502814
809,3,7,34.28880655412518
809,4,2,23.757213600716398
809,4,7,11.680971942540605
809,2,7,34.756421553844
810,3,4,23.987316330561153
810,3,2,4.859378660870843
810,3,7,34.30351626322744
810,4,2,23.577606241332745
810,4,7,11.806738801953573
810,2,7,34.71600978425194
811,4,3,24.149027770231807
811,4,2,23.55396686824002
811,4,7,11.967907957555441
811,3,2,4.8472292888703805
811,3,7,34.65541442012195
811,2,7,34.87241357531085
812,4,3,24.17768757187837
812,4,2,23.547181769657346
812,4,7,11.967932284045483
812,3,2,4.849541433929412
812,3,7,34.68140944928519
812,2,7,34.863707083671834
813,4,3,23.85732739995706
813,4,2,23.34888559422859
813,4,7,11.862323387582617
813,3,2,4.840490351424912
813,3,7,34.22977460532346
813,2,7,34.54593950065483
814,4,3,23.867960392507594
814,4,2,23.144109490891893
814,4,7,12.123453031544297
814,3,2,4.838494240608537
814,3,7,34.53409857244626
814,2,7,34.62982980707191
815,4,3,24.07338337673606
815,4,2,23.352120520814644
815,4,7,11.981439500831975
815,3,2,4.842532618889323
815,3,7,34.59665031647499
815,2,7,34.68829384519796
